term_id,item_id,label
TERM_3f25df47,ITEM_00431307891d,1
TERM_3f25df47,ITEM_8a952fccd858,1
TERM_3f25df47,ITEM_31c182b8aa3a,1
TERM_3f25df47,ITEM_36e52db4acc9,0
TERM_3f25df47,ITEM_0b42df99ba20,1
TERM_3f2916b1,ITEM_ca34eb995665,1
TERM_3f2916b1,ITEM_0ed258a5058b,1
TERM_3f2916b1,ITEM_793392a6aee0,1
TERM_3f2916b1,ITEM_e3324cf7a5fb,1
TERM_3f2916b1,ITEM_aaf4b839c828,1
TERM_3f2916b1,ITEM_33ed89f9ed0c,1
TERM_3f2c6382,ITEM_8d0c590ae061,1
TERM_3f2c6382,ITEM_79d221aebc03,1
TERM_3f2c6382,ITEM_149589f0d553,1
TERM_3f2c6382,ITEM_56b885604941,1
TERM_3f2c6382,ITEM_eebe002cc03d,1
TERM_3f2c6382,ITEM_2753442c939b,1
TERM_3f2d28e3,ITEM_17d0c60c6750,1
TERM_3f2d28e3,ITEM_e80b7f2772f6,1
TERM_3f2d28e3,ITEM_70fc386ad541,1
TERM_3f2d28e3,ITEM_2d84d4385d29,0
TERM_3f2d28e3,ITEM_35e4f4b2bb49,1
TERM_3f2d28e3,ITEM_09989ae226a7,1
TERM_3f31b145,ITEM_6777a22c05ad,1
TERM_3f31b145,ITEM_c8b8f747e806,1
TERM_3f31b145,ITEM_cb365eccce44,1
TERM_3f31b145,ITEM_c63dbbae7c23,0
TERM_3f31b145,ITEM_0103829f1e6d,0
TERM_3f31b145,ITEM_57e5c91604f8,1
TERM_3f32e709,ITEM_dd80db903bc5,0
TERM_3f32e709,ITEM_15a03bf59184,0
TERM_3f32e709,ITEM_9ad49847d329,0
TERM_3f32e709,ITEM_18098d74330b,0
TERM_3f32e709,ITEM_e1e6732c8dd1,0
TERM_3f32e709,ITEM_335cd1fccff7,0
TERM_3f35ed86,ITEM_661b3c4cb64f,1
TERM_3f35ed86,ITEM_294099f09a43,1
TERM_3f35ed86,ITEM_5236c58cb681,0
TERM_3f35ed86,ITEM_5fcb3b9c7f46,1
TERM_3f35ed86,ITEM_051f6fc5b1ea,0
TERM_3f3b8bd0,ITEM_5a01921c631d,1
TERM_3f3b8bd0,ITEM_cc2bc3070a3b,0
TERM_3f3b8bd0,ITEM_f0cb46d6dba0,1
TERM_3f3b8bd0,ITEM_bddd25cdb11a,0
TERM_3f3b8bd0,ITEM_a839e5d5ad44,1
TERM_3f3b8bd0,ITEM_0fd5cced0a66,1
TERM_3f3e6af6,ITEM_468a44563a06,1
TERM_3f3e6af6,ITEM_4b16b91b005e,0
TERM_3f3e6af6,ITEM_33ec02742188,1
TERM_3f3e6af6,ITEM_43537e8bc8e1,1
TERM_3f3e6af6,ITEM_8ee05498a0fc,0
TERM_3f3e6af6,ITEM_570ee71328e7,0
TERM_3f3fc909,ITEM_5b7e7bcb3ea2,1
TERM_3f3fc909,ITEM_29b1063bd87f,1
TERM_3f3fc909,ITEM_79cac69914a8,1
TERM_3f3fc909,ITEM_ba99f80dc75a,1
TERM_3f3fc909,ITEM_9ea4b4aabc6b,1
TERM_3f3fc909,ITEM_513c4684d9c9,1
TERM_3f40aef0,ITEM_501294dd32ba,1
TERM_3f40aef0,ITEM_930b81dcec43,0
TERM_3f40aef0,ITEM_abdcfdd2de14,0
TERM_3f40aef0,ITEM_75b8a5b2105e,0
TERM_3f43e268,ITEM_18184503f5cd,1
TERM_3f43e268,ITEM_d5fd2ea55e5c,1
TERM_3f43e268,ITEM_6b01901ec18f,1
TERM_3f43e268,ITEM_428b5665a7a0,1
TERM_3f43e268,ITEM_17a071f88efc,0
TERM_3f43e268,ITEM_a5ce73afe914,0
TERM_3f43f82c,ITEM_1189be046495,1
TERM_3f43f82c,ITEM_09dcbef630bd,0
TERM_3f43f82c,ITEM_2df70ea7e37f,0
TERM_3f43f82c,ITEM_c530e8c3968b,0
TERM_3f43f82c,ITEM_707632895bed,0
TERM_3f44ed68,ITEM_42099a39ff61,1
TERM_3f44ed68,ITEM_56c868b522d2,1
TERM_3f44ed68,ITEM_5c569393b6dd,1
TERM_3f44ed68,ITEM_980d4d2cc8d5,0
TERM_3f44ed68,ITEM_955fa42b9a67,1
TERM_3f488df2,ITEM_60b150770e18,1
TERM_3f488df2,ITEM_5d414c62eaaa,1
TERM_3f488df2,ITEM_1dc2a8548be3,1
TERM_3f488df2,ITEM_74dbb2330a47,1
TERM_3f488df2,ITEM_b8d7e5feb7e3,1
TERM_3f49d69d,ITEM_21323b2ac1bc,1
TERM_3f49d69d,ITEM_0d06daa4402d,1
TERM_3f49d69d,ITEM_cc58e6f0a5fd,0
TERM_3f49d69d,ITEM_f4aea0323981,1
TERM_3f49d69d,ITEM_73f36a61e739,0
TERM_3f49d69d,ITEM_8eece9d468a9,0
TERM_3f54f623,ITEM_e0f190368eb5,1
TERM_3f54f623,ITEM_c5be1ac45752,0
TERM_3f54f623,ITEM_a792bb1a5bc2,1
TERM_3f54f623,ITEM_32c1d65409b6,1
TERM_3f54f623,ITEM_ef594999cfd8,1
TERM_3f54f623,ITEM_3bbf1cad88a9,1
TERM_3f56ce94,ITEM_a663d64f3a6c,1
TERM_3f56ce94,ITEM_2cd287c9b23b,0
TERM_3f56ce94,ITEM_5251ed20d113,0
TERM_3f56ce94,ITEM_a89b7141fd59,0
TERM_3f56ce94,ITEM_4fc545a9744c,0
TERM_3f56ce94,ITEM_20d79ec0209d,1
TERM_3f583e1a,ITEM_00e90049ef97,1
TERM_3f583e1a,ITEM_5d96585db218,1
TERM_3f583e1a,ITEM_d1e144640ea0,1
TERM_3f583e1a,ITEM_299c6c9f6c87,1
TERM_3f583e1a,ITEM_ed9f45ddbe9a,1
TERM_3f583e1a,ITEM_3f73a997554b,1
TERM_3f6162fd,ITEM_f1e67678de0f,1
TERM_3f6162fd,ITEM_6fe56e290d58,0
TERM_3f6162fd,ITEM_658c85f988e8,0
TERM_3f6162fd,ITEM_007c47cc67cd,0
TERM_3f6162fd,ITEM_935572dd1f35,0
TERM_3f67b8b4,ITEM_fbe40aa2915f,0
TERM_3f67b8b4,ITEM_f67fc7fc56d5,0
TERM_3f67b8b4,ITEM_8a1b561ad59a,1
TERM_3f6d5f64,ITEM_d1a030ab8ea2,1
TERM_3f6d5f64,ITEM_8bc0b84d75f5,1
TERM_3f6d5f64,ITEM_ccc0cd95ecc2,1
TERM_3f6d5f64,ITEM_f0a50c3e1bf9,1
TERM_3f6d5f64,ITEM_80754df244d5,1
TERM_3f6d5f64,ITEM_0bc07b9be7f1,1
TERM_3f72969c,ITEM_a7dd7f984cb4,1
TERM_3f72969c,ITEM_c4b8b170a803,1
TERM_3f72969c,ITEM_805cc4cc8382,1
TERM_3f72969c,ITEM_871dce74484f,1
TERM_3f72969c,ITEM_430fe36ef72f,1
TERM_3f72969c,ITEM_9fc513c51a59,1
TERM_3f76b798,ITEM_cb7c5d628a63,1
TERM_3f76b798,ITEM_bebde9ad390e,1
TERM_3f76b798,ITEM_9bdb573696a1,1
TERM_3f76b798,ITEM_5fec5637b65a,0
TERM_3f76b798,ITEM_d4720dbd141f,1
TERM_3f76b798,ITEM_549a24525f0b,0
TERM_3f76d675,ITEM_5dfbf4a78b76,0
TERM_3f76d675,ITEM_22c3894ff81e,0
TERM_3f76d675,ITEM_7f836d76a08d,0
TERM_3f76d675,ITEM_629eb9769300,0
TERM_3f76d675,ITEM_ec37ba969832,0
TERM_3f76d675,ITEM_77406e77c9c5,0
TERM_3f7862e5,ITEM_28d0e04ccef2,0
TERM_3f7862e5,ITEM_4d164cb0e559,1
TERM_3f7862e5,ITEM_cc127c051682,1
TERM_3f7862e5,ITEM_47fe2673f7b9,1
TERM_3f7862e5,ITEM_75ef6f37491f,1
TERM_3f7862e5,ITEM_7839ea2e454d,0
TERM_3f7b0908,ITEM_02e4c6e8a32a,1
TERM_3f7b0908,ITEM_585d52693694,1
TERM_3f7b0908,ITEM_b1b57bed0d09,0
TERM_3f7b0908,ITEM_fdc71d277473,1
TERM_3f7b0908,ITEM_70c63dc4d042,1
TERM_3f7b0908,ITEM_00e739808932,0
TERM_3f7e3530,ITEM_b5a5ce6e5fc3,1
TERM_3f7e3530,ITEM_1910a82d340a,1
TERM_3f7e3530,ITEM_2f07ebff92b1,1
TERM_3f7e3530,ITEM_4dd285ff1f14,1
TERM_3f7e3530,ITEM_bf106464d5c0,1
TERM_3f7e3530,ITEM_f638658c88c2,1
TERM_3f7e843a,ITEM_57eb55c1921d,0
TERM_3f7e843a,ITEM_b5c9ac9503e3,1
TERM_3f7e843a,ITEM_2bbc13f1477c,1
TERM_3f7e843a,ITEM_8f62fe8fb853,1
TERM_3f7e843a,ITEM_f6774be78d79,1
TERM_3f7e843a,ITEM_97205adb5beb,1
TERM_3f85ee03,ITEM_e7d25d5545ca,1
TERM_3f85ee03,ITEM_1f02cea8b944,1
TERM_3f85ee03,ITEM_cf9a89ea7f7a,1
TERM_3f85ee03,ITEM_e589b39961d9,1
TERM_3f85ee03,ITEM_dad98e62dcfb,1
TERM_3f85ee03,ITEM_cbf4dc446824,1
TERM_3f8d013c,ITEM_6ca272f41252,1
TERM_3f8d013c,ITEM_48e6d3ed16bd,1
TERM_3f8d013c,ITEM_b8ef9b3b2ff4,1
TERM_3f8d013c,ITEM_1f95a182067e,1
TERM_3f8d013c,ITEM_ee00d2b05b81,0
TERM_3f8d1840,ITEM_21c697e2f601,1
TERM_3f8d1840,ITEM_679342fef5ec,1
TERM_3f8d1840,ITEM_d139046ffcb9,1
TERM_3f8d1840,ITEM_9e79fa81ff21,1
TERM_3f8d1840,ITEM_8f7b73d867a2,1
TERM_3f8d1840,ITEM_b989962b7de0,1
TERM_3f984188,ITEM_943456e8bd0f,1
TERM_3f984188,ITEM_0803ef74050a,1
TERM_3f984188,ITEM_55ac287f3fe2,1
TERM_3f984188,ITEM_b2c1ba5fdf53,1
TERM_3f984188,ITEM_5dcd0d47ee5b,1
TERM_3f984188,ITEM_da7e39def457,1
TERM_3f9a5de0,ITEM_62cc2deabe66,1
TERM_3f9a5de0,ITEM_9760c95968fe,1
TERM_3f9a5de0,ITEM_17db4daec283,1
TERM_3f9a5de0,ITEM_52a06efbe0a8,0
TERM_3f9a5de0,ITEM_6eeca6f96261,1
TERM_3f9a5de0,ITEM_910be7b98077,1
TERM_3fa47751,ITEM_2479016b2b89,1
TERM_3fa47751,ITEM_cdafd8d7707e,1
TERM_3fa47751,ITEM_60ef70d3d43f,1
TERM_3fa47751,ITEM_ffad3e6c348e,1
TERM_3fa6ef9c,ITEM_6cb0cb256937,1
TERM_3fa6ef9c,ITEM_3618511022cd,1
TERM_3fa6ef9c,ITEM_0aa600aac144,1
TERM_3fa6ef9c,ITEM_84efa25bfc56,1
TERM_3faa4b78,ITEM_6d143831b0b9,1
TERM_3faa4b78,ITEM_6d57ed1b700f,1
TERM_3faa4b78,ITEM_7408518e322b,1
TERM_3faa4b78,ITEM_a85dd2b080a5,1
TERM_3faa4b78,ITEM_aa654ced1ca8,1
TERM_3faa4b78,ITEM_25512920e264,1
TERM_3fac307d,ITEM_aebb40382e53,1
TERM_3fac307d,ITEM_8937008ab68d,1
TERM_3fac307d,ITEM_f82699d568a1,1
TERM_3fac307d,ITEM_faa7065396fb,1
TERM_3fac307d,ITEM_8161ada97990,1
TERM_3fac307d,ITEM_bd57fda8a309,0
TERM_3fb062c0,ITEM_24319095a304,0
TERM_3fb062c0,ITEM_9fd3d2aa3288,0
TERM_3fb062c0,ITEM_769617a3760a,0
TERM_3fb062c0,ITEM_bfbd4bba9290,0
TERM_3fb062c0,ITEM_e95cc77303eb,0
TERM_3fb062c0,ITEM_adbdea3ba609,0
TERM_3fb14dcd,ITEM_2cecba365a44,1
TERM_3fb14dcd,ITEM_62a88127dec6,1
TERM_3fb14dcd,ITEM_f8e05586816d,0
TERM_3fb14dcd,ITEM_6acda860ed04,1
TERM_3fb14dcd,ITEM_24815ef5043f,1
TERM_3fba1d62,ITEM_0c493c7c72ee,1
TERM_3fba1d62,ITEM_8a3281cf5dbc,1
TERM_3fba1d62,ITEM_5407bbf216ee,1
TERM_3fba1d62,ITEM_d403b879c5b9,1
TERM_3fba1d62,ITEM_fcc9b2b9851d,1
TERM_3fba1d62,ITEM_820806ad58a7,1
TERM_3fc0de20,ITEM_530a23a88022,1
TERM_3fc0de20,ITEM_d2782f6e9a07,1
TERM_3fc0de20,ITEM_80db10ae40e7,0
TERM_3fc0de20,ITEM_bf88dba96ea7,0
TERM_3fc0de20,ITEM_4aaa8353b17a,0
TERM_3fc5a40e,ITEM_57d78fc71778,1
TERM_3fc5a40e,ITEM_f9458d7fddc3,1
TERM_3fc5a40e,ITEM_3ba269ff59b2,1
TERM_3fc5a40e,ITEM_e26d40ebd440,1
TERM_3fc5a40e,ITEM_4874eb6297d6,1
TERM_3fc5a40e,ITEM_df951ea14f6a,1
TERM_3fc6db4e,ITEM_1393e7cf5606,1
TERM_3fc6db4e,ITEM_cb9ad3b4b0f2,1
TERM_3fc6db4e,ITEM_4b856d025f14,1
TERM_3fc6db4e,ITEM_8c727eff95e2,1
TERM_3fc6db4e,ITEM_990ede74d09e,1
TERM_3fc6db4e,ITEM_9c5b852a2ab4,1
TERM_3fc7a8bf,ITEM_053ce7435ddc,1
TERM_3fc7a8bf,ITEM_3596fdb659c2,1
TERM_3fc7a8bf,ITEM_98207b2fa004,1
TERM_3fc7a8bf,ITEM_63174865da4e,1
TERM_3fc7a8bf,ITEM_ab700611b92e,1
TERM_3fc7a8bf,ITEM_c70c1b6a6b36,1
TERM_3fccc732,ITEM_6e05f800ee2a,1
TERM_3fccc732,ITEM_9867c388881d,1
TERM_3fccc732,ITEM_0fdb7bbe2bd3,1
TERM_3fccc732,ITEM_69b7c517883f,0
TERM_3fccc732,ITEM_15e28c0dfcea,1
TERM_3fccc732,ITEM_2ed06a73a463,1
TERM_3fd61f9d,ITEM_fa08becfaa94,1
TERM_3fd61f9d,ITEM_ab47bafdabfd,1
TERM_3fd61f9d,ITEM_e5ba7c25c4c0,1
TERM_3fd61f9d,ITEM_c539d277afc5,1
TERM_3fd61f9d,ITEM_0eef1dda233f,0
TERM_3fd65d7a,ITEM_e9e990c80205,1
TERM_3fd65d7a,ITEM_2f2cf8f5616a,1
TERM_3fd65d7a,ITEM_af24d6a4afa2,0
TERM_3fd65d7a,ITEM_1abd01db7011,1
TERM_3fd65d7a,ITEM_2d63d4bdeaaa,0
TERM_3fd6d4c4,ITEM_8cfeb7d5f822,1
TERM_3fd6d4c4,ITEM_2d7dcdf651a7,1
TERM_3fd6d4c4,ITEM_9c58369de950,1
TERM_3fd6d4c4,ITEM_86434906db3c,1
TERM_3fd6d4c4,ITEM_b5a91a79dffc,1
TERM_3fd6d4c4,ITEM_7417c8547748,1
TERM_3fddfb83,ITEM_24dfc24a9371,1
TERM_3fddfb83,ITEM_16d88f46996a,1
TERM_3fddfb83,ITEM_ce68d3c8e713,1
TERM_3fddfb83,ITEM_a78ce6419721,1
TERM_3fddfb83,ITEM_ed0cb7ab415a,1
TERM_3fddfb83,ITEM_beed22b3b6be,1
TERM_3fe74b0f,ITEM_be7af678fdbb,1
TERM_3fe74b0f,ITEM_643f81c2e77b,1
TERM_3fe74b0f,ITEM_aa2daed61c95,1
TERM_3fe74b0f,ITEM_a6cb5276bc5a,1
TERM_3fe7a46e,ITEM_a253b7b37919,0
TERM_3fe7a46e,ITEM_cc234a95262f,0
TERM_3fe7a46e,ITEM_5a1efbba0f82,0
TERM_3fe7a46e,ITEM_25aed3ce541a,0
TERM_3fe7a46e,ITEM_77ac4897f905,0
TERM_3fe7a46e,ITEM_a1c3b441d8c2,0
TERM_3fe830c9,ITEM_cfe0e0ecd0d6,1
TERM_3fe830c9,ITEM_77dcb7c270e1,0
TERM_3fe830c9,ITEM_5ffa03c71683,1
TERM_3fe830c9,ITEM_b968c5891f0d,0
TERM_3fe830c9,ITEM_e32a36c484f1,0
TERM_3fef7fe1,ITEM_3265d6f06570,1
TERM_3fef7fe1,ITEM_3381ddd54448,1
TERM_3fef7fe1,ITEM_b34ff4ab145a,1
TERM_3fef7fe1,ITEM_c72453f503e9,1
TERM_3ff3b6ae,ITEM_3b87932b9c25,0
TERM_3ff3b6ae,ITEM_30b0d8c760be,0
TERM_3ff3b6ae,ITEM_930f69ee9a47,0
TERM_3ff3b6ae,ITEM_fb4c0b4a7b4b,0
TERM_3ff6e579,ITEM_bfacb64b4931,1
TERM_3ff6e579,ITEM_4a25152a74ae,0
TERM_3ff6e579,ITEM_1e0c0f360579,0
TERM_3ff6e579,ITEM_95d2cf8d8029,1
TERM_3ff6e579,ITEM_8ec58476c260,0
TERM_3ff6e579,ITEM_4c0b8a2628b0,0
TERM_3ff87cac,ITEM_488acffd3644,1
TERM_3ff87cac,ITEM_a4b1a99eed43,1
TERM_3ff87cac,ITEM_a06fef2c8b24,1
TERM_3ff87cac,ITEM_5eba86c718af,0
TERM_3ff87cac,ITEM_672918584b76,1
TERM_3ffafe8b,ITEM_6bc860ecf497,1
TERM_3ffafe8b,ITEM_b79c7108d367,1
TERM_3ffafe8b,ITEM_a9f56eb6519d,1
TERM_3ffafe8b,ITEM_6f73059b67db,1
TERM_3ffafe8b,ITEM_7e7913bf73bd,1
TERM_3ffafe8b,ITEM_66cdaa08232c,1
TERM_3ffd4ed4,ITEM_1d04e7ed5b41,1
TERM_3ffd4ed4,ITEM_c351155d0623,1
TERM_3ffd4ed4,ITEM_1ef1a2b5456b,1
TERM_3ffd4ed4,ITEM_3c536661e299,1
TERM_3ffd4ed4,ITEM_7c3c10f6f453,1
TERM_3ffd4ed4,ITEM_75e718cfc40b,1
TERM_4005a963,ITEM_1aff027dd109,1
TERM_4005a963,ITEM_89cf5e62a887,0
TERM_4005a963,ITEM_e89b4326286e,1
TERM_4005a963,ITEM_4fbd103e4a6c,1
TERM_4005a963,ITEM_ceba9e3b1a6a,1
TERM_4005a963,ITEM_2e7f465a4a47,1
TERM_401168d1,ITEM_fd418466aa06,1
TERM_401168d1,ITEM_4bc1fc11f520,1
TERM_401168d1,ITEM_690b0101f16a,1
TERM_401168d1,ITEM_251185423428,1
TERM_401168d1,ITEM_8cf00e11e1dc,1
TERM_401168d1,ITEM_115b90942ccd,0
TERM_401515b2,ITEM_9cbb73dfe667,1
TERM_401515b2,ITEM_e13f1a7eff22,1
TERM_401515b2,ITEM_64e015b6cc76,1
TERM_401515b2,ITEM_9a37cc386755,1
TERM_401515b2,ITEM_f30442cebf73,1
TERM_401515b2,ITEM_b70300218b49,1
TERM_4016ac64,ITEM_860c4b4a6145,0
TERM_4016ac64,ITEM_3accc4d210b2,0
TERM_4016ac64,ITEM_26d13b73e7ec,0
TERM_4016ac64,ITEM_c12cb4d06331,0
TERM_4016ac64,ITEM_958c1cbe1ded,0
TERM_4016ac64,ITEM_2b1e09a309bc,0
TERM_4016dc58,ITEM_c1bee21bd9e8,1
TERM_4016dc58,ITEM_a483614746c6,1
TERM_4016dc58,ITEM_e9098a8c8973,1
TERM_4016dc58,ITEM_3f53d8ec0381,1
TERM_4016dc58,ITEM_7c93a18a17f1,1
TERM_4016dc58,ITEM_4c4515daa5cf,1
TERM_4017387b,ITEM_7c7f0b95c092,1
TERM_4017387b,ITEM_2ab8dd5312cf,1
TERM_4017387b,ITEM_0e0ca5c06d21,1
TERM_4017387b,ITEM_a4b362be1384,1
TERM_4017387b,ITEM_48763dae4083,1
TERM_4017387b,ITEM_ddc772a0fb78,1
TERM_4018f074,ITEM_a29c20550877,1
TERM_4018f074,ITEM_543f8809a3ab,1
TERM_4018f074,ITEM_35cae3e402d6,1
TERM_4018f074,ITEM_3befa54e4713,1
TERM_4018f074,ITEM_1c7d83625ec2,1
TERM_4018f074,ITEM_f2af8b4f2521,1
TERM_401c64c8,ITEM_5c170c96d235,1
TERM_401c64c8,ITEM_67a4bccc5a38,1
TERM_401c64c8,ITEM_7f8506c7e23c,1
TERM_401c64c8,ITEM_464850a5c465,1
TERM_401c64c8,ITEM_48ae6484c7ff,1
TERM_401c64c8,ITEM_a0018672fb3d,0
TERM_4028a6fc,ITEM_e4658fb27080,1
TERM_4028a6fc,ITEM_64c7dd8f310d,1
TERM_4028a6fc,ITEM_568dc141afae,0
TERM_4028a6fc,ITEM_57442ec2de35,0
TERM_4028a6fc,ITEM_948a0a55326f,0
TERM_402bb27c,ITEM_f2626f8210c9,1
TERM_402bb27c,ITEM_515b9d3f455d,1
TERM_402bb27c,ITEM_8427cdf0a2f0,0
TERM_402bb27c,ITEM_0741341141e6,0
TERM_402bb27c,ITEM_ed5e604d9ce0,1
TERM_402bb27c,ITEM_6e1a97b0db14,0
TERM_4030086d,ITEM_af6c7770ab75,1
TERM_4030086d,ITEM_b53330716407,1
TERM_4030086d,ITEM_234be219e529,1
TERM_4030086d,ITEM_c84b420c411a,1
TERM_4030086d,ITEM_86b6490d4f57,0
TERM_4035a7dd,ITEM_9cae5d15d9b3,1
TERM_4035a7dd,ITEM_34791942aba2,1
TERM_4035a7dd,ITEM_0766ba879e15,1
TERM_4035a7dd,ITEM_430c81b6f164,0
TERM_4035a7dd,ITEM_7a225038cf0e,0
TERM_4044ff6e,ITEM_9f305f15aa66,1
TERM_4044ff6e,ITEM_158893ecf8c0,1
TERM_4044ff6e,ITEM_86a5180c2779,1
TERM_4044ff6e,ITEM_05a758077edc,1
TERM_4044ff6e,ITEM_398b374d98f2,0
TERM_40460324,ITEM_d80321d16a48,1
TERM_40460324,ITEM_2ac67eb399e3,0
TERM_40460324,ITEM_b65fa66cadf1,0
TERM_40460324,ITEM_45a8cfe58711,0
TERM_40460324,ITEM_b06d91b1b706,0
TERM_404631cb,ITEM_2d752c8b8781,0
TERM_404631cb,ITEM_e0b86bbd328d,1
TERM_404631cb,ITEM_3443adc1c6a2,0
TERM_404631cb,ITEM_0be3ef1eb42a,1
TERM_404631cb,ITEM_697a4eadfcd1,0
TERM_404631cb,ITEM_bbcd34faac8b,0
TERM_4047ddcf,ITEM_3918da76750d,1
TERM_4047ddcf,ITEM_dcea07aac094,1
TERM_4047ddcf,ITEM_5ce6913ecf96,1
TERM_4047ddcf,ITEM_9d709aceb34e,0
TERM_4047ddcf,ITEM_b83e7a82f48f,1
TERM_40486c95,ITEM_793fb2ac2ffc,1
TERM_40486c95,ITEM_26473ad83b9d,1
TERM_40486c95,ITEM_86e25ea9d14f,1
TERM_40486c95,ITEM_00d781e04613,1
TERM_40486c95,ITEM_bbf188fbb1ee,1
TERM_404cc755,ITEM_1c310dc31b55,1
TERM_404cc755,ITEM_09fef1de1726,1
TERM_404cc755,ITEM_21817df49f46,1
TERM_404cc755,ITEM_7f37696226ac,1
TERM_404cc755,ITEM_a18c2621e1a3,1
TERM_404cc755,ITEM_df80a2425bea,1
TERM_404d4efc,ITEM_63e53d40194d,1
TERM_404d4efc,ITEM_d4826623a5f8,1
TERM_404d4efc,ITEM_9ec126cc3e27,1
TERM_404d4efc,ITEM_0d75ee5a25fa,1
TERM_404d4efc,ITEM_1460d4ca04b5,1
TERM_404d4efc,ITEM_eb585b16a4e9,1
TERM_404e3e90,ITEM_df556b384b0d,1
TERM_404e3e90,ITEM_86ee48f64b25,1
TERM_404e3e90,ITEM_b97dacf112e7,1
TERM_404e3e90,ITEM_e3660ac4907f,0
TERM_404e3e90,ITEM_9ade4a831ad0,1
TERM_404e3e90,ITEM_58ebf53e540e,0
TERM_405446cf,ITEM_31f6bcad2481,1
TERM_405446cf,ITEM_696d544c7e43,0
TERM_405446cf,ITEM_2e354dbcd1e8,1
TERM_405446cf,ITEM_50cb4540d727,1
TERM_40548a8e,ITEM_33c8a65d8bd7,1
TERM_40548a8e,ITEM_efa19ab3262c,0
TERM_40548a8e,ITEM_b39494debecf,0
TERM_40548a8e,ITEM_70162a68feaa,0
TERM_405afe26,ITEM_243aa34fd85f,1
TERM_405afe26,ITEM_14f98f4013d0,1
TERM_405afe26,ITEM_787d3759fabe,0
TERM_405afe26,ITEM_1ffaa7c592be,1
TERM_405afe26,ITEM_548cb29bc000,1
TERM_405afe26,ITEM_45810c8c8fab,0
TERM_405c2092,ITEM_12652d923a90,1
TERM_405c2092,ITEM_9e83488d2361,1
TERM_405c2092,ITEM_014fabdddae7,1
TERM_4064f17c,ITEM_00312c956f43,1
TERM_4064f17c,ITEM_cdcbaa4ee43a,1
TERM_4064f17c,ITEM_f225835175cf,1
TERM_4064f17c,ITEM_169d751f2b46,0
TERM_4064f17c,ITEM_487525a83569,1
TERM_4064f17c,ITEM_96a1411ecbd9,1
TERM_4065965d,ITEM_3afd60c73b6c,1
TERM_4065965d,ITEM_ec89603e7a64,1
TERM_4065965d,ITEM_9d8b795cc628,1
TERM_4065965d,ITEM_981514096e9a,1
TERM_4065965d,ITEM_114c061d9d40,1
TERM_4065965d,ITEM_80ce17229858,1
TERM_4066eaed,ITEM_d6ea2d051f50,1
TERM_4066eaed,ITEM_6f9a12498e09,1
TERM_4066eaed,ITEM_11a51fa8a6ba,1
TERM_4066eaed,ITEM_4a779e9610d2,1
TERM_4066eaed,ITEM_37157cb644e2,0
TERM_4066eaed,ITEM_c20f39458ec3,1
TERM_406cd4ed,ITEM_c50e767a1220,1
TERM_406cd4ed,ITEM_b8ba42d1f8e3,1
TERM_406cd4ed,ITEM_b55d1460bedb,1
TERM_406cd4ed,ITEM_a3f3279253b3,1
TERM_406cd4ed,ITEM_fa7b6021880e,1
TERM_406cd4ed,ITEM_289f4bbfafb6,1
TERM_406d6e81,ITEM_f45c99667345,1
TERM_406d6e81,ITEM_57ec7dd130af,1
TERM_406d6e81,ITEM_106aea5ccbc6,1
TERM_406d6e81,ITEM_953dc7ea574c,1
TERM_406d6e81,ITEM_cf9aea09c646,1
TERM_406d6e81,ITEM_2a73b4d5e72b,1
TERM_406e7866,ITEM_4c68b888ef35,1
TERM_406e7866,ITEM_fdd0b4e00e36,0
TERM_406e7866,ITEM_a9c646d17ee5,1
TERM_406e7866,ITEM_9b19bdf584d9,0
TERM_406e7866,ITEM_236e0a58b182,0
TERM_406e7866,ITEM_96290c293560,1
TERM_40731021,ITEM_7318db404a9b,1
TERM_40731021,ITEM_7308b7b16229,1
TERM_40731021,ITEM_1d573e6c680d,1
TERM_40731021,ITEM_55f27d2af077,1
TERM_40731021,ITEM_4b5ed7717e1f,1
TERM_40731021,ITEM_4a6f3a066fff,1
TERM_40792c67,ITEM_5fcb14bc1e4a,1
TERM_40792c67,ITEM_9499a9b16c40,1
TERM_40792c67,ITEM_9e08b9bd325c,1
TERM_40792c67,ITEM_bd5a9859aceb,1
TERM_4080252e,ITEM_e9f7940b100e,0
TERM_4080252e,ITEM_e240fc2dff0b,1
TERM_4080252e,ITEM_d915bf4332cc,1
TERM_4080252e,ITEM_d8e558966f5f,1
TERM_4080252e,ITEM_fc643f904696,1
TERM_4080252e,ITEM_13b1ec7a680a,1
TERM_408cd773,ITEM_22afb77189da,1
TERM_408cd773,ITEM_df83e3d3e8cb,1
TERM_408cd773,ITEM_38a8cf6b2c5a,1
TERM_408cd773,ITEM_fb488f23dc33,1
TERM_408cd773,ITEM_1a9306bca0b8,1
TERM_408cd773,ITEM_4d2b00b02b87,1
TERM_409850c5,ITEM_6a6fa653d7e1,1
TERM_409850c5,ITEM_6858c6e661cd,1
TERM_409850c5,ITEM_1a350cb6bdf2,1
TERM_409850c5,ITEM_133dbfdd9c5d,1
TERM_409850c5,ITEM_26d045a636ac,0
TERM_409850c5,ITEM_912d8ba4590b,1
TERM_40a07f28,ITEM_2b99160ad4b0,1
TERM_40a07f28,ITEM_91db4494dddb,1
TERM_40a07f28,ITEM_ff57fe2ddd8e,1
TERM_40a07f28,ITEM_96aa6c8af1de,1
TERM_40a07f28,ITEM_4291486efa73,1
